Student ID;Student Country;Question ID;Type of Answer;Question Level;Topic;Subtopic
972;Portugal;449;0;Advanced;Linear Algebra;Vector Spaces
1269;Portugal;449;0;Advanced;Linear Algebra;Vector Spaces
1077;Portugal;449;0;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;449;0;Advanced;Linear Algebra;Vector Spaces
72;Portugal;449;0;Advanced;Linear Algebra;Vector Spaces
457;Portugal;450;1;Basic;Linear Algebra;Vector Spaces
1269;Portugal;450;0;Basic;Linear Algebra;Vector Spaces
1150;Portugal;450;0;Basic;Linear Algebra;Vector Spaces
1253;Portugal;450;0;Basic;Linear Algebra;Vector Spaces
1282;Portugal;450;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;450;1;Basic;Linear Algebra;Vector Spaces
986;Portugal;450;0;Basic;Linear Algebra;Vector Spaces
1077;Portugal;450;0;Basic;Linear Algebra;Vector Spaces
955;Lithuania;450;0;Basic;Linear Algebra;Vector Spaces
1291;Italy;450;0;Basic;Linear Algebra;Vector Spaces
1286;Italy;450;0;Basic;Linear Algebra;Vector Spaces
1284;Italy;450;0;Basic;Linear Algebra;Vector Spaces
1283;Italy;450;0;Basic;Linear Algebra;Vector Spaces
72;Portugal;450;0;Basic;Linear Algebra;Vector Spaces
1341;Portugal;450;1;Basic;Linear Algebra;Vector Spaces
955;Lithuania;451;0;Advanced;Linear Algebra;Vector Spaces
1286;Italy;451;1;Advanced;Linear Algebra;Vector Spaces
72;Portugal;451;0;Advanced;Linear Algebra;Vector Spaces
956;Portugal;452;0;Basic;Linear Algebra;Vector Spaces
1312;Portugal;452;1;Basic;Linear Algebra;Vector Spaces
1150;Portugal;452;0;Basic;Linear Algebra;Vector Spaces
1253;Portugal;452;0;Basic;Linear Algebra;Vector Spaces
1282;Portugal;452;1;Basic;Linear Algebra;Vector Spaces
1147;Portugal;452;0;Basic;Linear Algebra;Vector Spaces
1109;Portugal;452;0;Basic;Linear Algebra;Vector Spaces
1332;Portugal;452;1;Basic;Linear Algebra;Vector Spaces
1196;Slovenia;452;1;Basic;Linear Algebra;Vector Spaces
1284;Italy;452;0;Basic;Linear Algebra;Vector Spaces
1291;Italy;452;0;Basic;Linear Algebra;Vector Spaces
1290;Italy;452;1;Basic;Linear Algebra;Vector Spaces
1286;Italy;452;0;Basic;Linear Algebra;Vector Spaces
840;Italy;452;0;Basic;Linear Algebra;Vector Spaces
1339;Portugal;453;0;Basic;Linear Algebra;Vector Spaces
956;Portugal;453;1;Basic;Linear Algebra;Vector Spaces
1023;Lithuania;453;1;Basic;Linear Algebra;Vector Spaces
972;Portugal;453;0;Basic;Linear Algebra;Vector Spaces
1269;Portugal;453;1;Basic;Linear Algebra;Vector Spaces
1150;Portugal;453;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;453;0;Basic;Linear Algebra;Vector Spaces
1157;Portugal;453;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;453;0;Basic;Linear Algebra;Vector Spaces
986;Portugal;453;1;Basic;Linear Algebra;Vector Spaces
1077;Portugal;453;0;Basic;Linear Algebra;Vector Spaces
1130;Portugal;453;0;Basic;Linear Algebra;Vector Spaces
1275;Lithuania;453;0;Basic;Linear Algebra;Vector Spaces
1196;Slovenia;453;1;Basic;Linear Algebra;Vector Spaces
955;Lithuania;453;0;Basic;Linear Algebra;Vector Spaces
1286;Italy;453;0;Basic;Linear Algebra;Vector Spaces
1283;Italy;453;0;Basic;Linear Algebra;Vector Spaces
1291;Italy;453;0;Basic;Linear Algebra;Vector Spaces
1284;Italy;453;0;Basic;Linear Algebra;Vector Spaces
72;Portugal;453;0;Basic;Linear Algebra;Vector Spaces
840;Italy;453;0;Basic;Linear Algebra;Vector Spaces
956;Portugal;454;0;Basic;Linear Algebra;Vector Spaces
972;Portugal;454;0;Basic;Linear Algebra;Vector Spaces
1182;Portugal;454;0;Basic;Linear Algebra;Vector Spaces
1158;Portugal;454;1;Basic;Linear Algebra;Vector Spaces
1244;Portugal;454;0;Basic;Linear Algebra;Vector Spaces
1157;Portugal;454;0;Basic;Linear Algebra;Vector Spaces
1282;Portugal;454;1;Basic;Linear Algebra;Vector Spaces
1219;Portugal;454;1;Basic;Linear Algebra;Vector Spaces
1334;Portugal;454;1;Basic;Linear Algebra;Vector Spaces
1109;Portugal;454;0;Basic;Linear Algebra;Vector Spaces
966;Portugal;454;0;Basic;Linear Algebra;Vector Spaces
1077;Portugal;454;0;Basic;Linear Algebra;Vector Spaces
899;Lithuania;454;0;Basic;Linear Algebra;Vector Spaces
955;Lithuania;454;0;Basic;Linear Algebra;Vector Spaces
1308;Italy;454;0;Basic;Linear Algebra;Vector Spaces
1286;Italy;454;0;Basic;Linear Algebra;Vector Spaces
1283;Italy;454;0;Basic;Linear Algebra;Vector Spaces
840;Italy;454;0;Basic;Linear Algebra;Vector Spaces
972;Portugal;455;0;Basic;Linear Algebra;Vector Spaces
1150;Portugal;455;0;Basic;Linear Algebra;Vector Spaces
1146;Portugal;455;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;455;1;Basic;Linear Algebra;Vector Spaces
1363;Portugal;455;0;Basic;Linear Algebra;Vector Spaces
986;Portugal;455;1;Basic;Linear Algebra;Vector Spaces
1130;Portugal;455;1;Basic;Linear Algebra;Vector Spaces
1275;Lithuania;455;0;Basic;Linear Algebra;Vector Spaces
1196;Slovenia;455;1;Basic;Linear Algebra;Vector Spaces
955;Lithuania;455;0;Basic;Linear Algebra;Vector Spaces
1308;Italy;455;0;Basic;Linear Algebra;Vector Spaces
1284;Italy;455;1;Basic;Linear Algebra;Vector Spaces
956;Portugal;457;0;Basic;Linear Algebra;Vector Spaces
750;Portugal;457;1;Basic;Linear Algebra;Vector Spaces
972;Portugal;457;0;Basic;Linear Algebra;Vector Spaces
1150;Portugal;457;0;Basic;Linear Algebra;Vector Spaces
1158;Portugal;457;1;Basic;Linear Algebra;Vector Spaces
1157;Portugal;457;0;Basic;Linear Algebra;Vector Spaces
1253;Portugal;457;0;Basic;Linear Algebra;Vector Spaces
1146;Portugal;457;1;Basic;Linear Algebra;Vector Spaces
1148;Portugal;457;0;Basic;Linear Algebra;Vector Spaces
1109;Portugal;457;1;Basic;Linear Algebra;Vector Spaces
1281;Portugal;457;0;Basic;Linear Algebra;Vector Spaces
966;Portugal;457;0;Basic;Linear Algebra;Vector Spaces
1275;Lithuania;457;0;Basic;Linear Algebra;Vector Spaces
955;Lithuania;457;0;Basic;Linear Algebra;Vector Spaces
1308;Italy;457;1;Basic;Linear Algebra;Vector Spaces
1286;Italy;457;0;Basic;Linear Algebra;Vector Spaces
1284;Italy;457;0;Basic;Linear Algebra;Vector Spaces
840;Italy;457;1;Basic;Linear Algebra;Vector Spaces
511;Portugal;458;1;Basic;Fundamental Mathematics;Elementary Geometry
1339;Portugal;459;0;Basic;Linear Algebra;Vector Spaces
956;Portugal;459;0;Basic;Linear Algebra;Vector Spaces
1143;Portugal;459;0;Basic;Linear Algebra;Vector Spaces
1312;Portugal;459;1;Basic;Linear Algebra;Vector Spaces
972;Portugal;459;0;Basic;Linear Algebra;Vector Spaces
1150;Portugal;459;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;459;0;Basic;Linear Algebra;Vector Spaces
1157;Portugal;459;0;Basic;Linear Algebra;Vector Spaces
1219;Portugal;459;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;459;0;Basic;Linear Algebra;Vector Spaces
1077;Portugal;459;0;Basic;Linear Algebra;Vector Spaces
1130;Portugal;459;1;Basic;Linear Algebra;Vector Spaces
899;Lithuania;459;0;Basic;Linear Algebra;Vector Spaces
1275;Lithuania;459;0;Basic;Linear Algebra;Vector Spaces
1196;Slovenia;459;1;Basic;Linear Algebra;Vector Spaces
955;Lithuania;459;0;Basic;Linear Algebra;Vector Spaces
1291;Italy;459;0;Basic;Linear Algebra;Vector Spaces
840;Italy;459;1;Basic;Linear Algebra;Vector Spaces
1341;Portugal;459;1;Basic;Linear Algebra;Vector Spaces
198;Italy;460;0;Basic;Fundamental Mathematics;Elementary Geometry
198;Italy;461;0;Basic;Fundamental Mathematics;Elementary Geometry
510;Portugal;463;1;Basic;Fundamental Mathematics;Elementary Geometry
511;Portugal;464;0;Basic;Fundamental Mathematics;Elementary Geometry
131;Lithuania;469;1;Advanced;Graph Theory;Graph Theory
131;Lithuania;471;1;Advanced;Graph Theory;Graph Theory
131;Lithuania;479;1;Advanced;Graph Theory;Graph Theory
548;Portugal;486;0;Basic;Probability ;Probability 
26;Portugal;487;1;Basic;Probability ;Probability 
340;Portugal;488;0;Basic;Probability ;Probability 
26;Portugal;489;0;Basic;Probability ;Probability 
1525;Portugal;491;0;Advanced;Probability ;Probability 
548;Portugal;492;0;Basic;Probability ;Probability 
198;Italy;495;0;Basic;Fundamental Mathematics;Elementary Geometry
510;Portugal;497;0;Basic;Fundamental Mathematics;Elementary Geometry
198;Italy;497;1;Basic;Fundamental Mathematics;Elementary Geometry
165;Portugal;502;0;Basic;Fundamental Mathematics;Elementary Geometry
189;Portugal;512;1;Basic;Fundamental Mathematics;Elementary Geometry
511;Portugal;513;0;Basic;Fundamental Mathematics;Elementary Geometry
198;Italy;518;0;Basic;Fundamental Mathematics;Elementary Geometry
189;Portugal;519;0;Basic;Fundamental Mathematics;Elementary Geometry
576;Ireland;521;0;Basic;Fundamental Mathematics;Elementary Geometry
510;Portugal;521;1;Basic;Fundamental Mathematics;Elementary Geometry
198;Italy;521;1;Basic;Fundamental Mathematics;Elementary Geometry
165;Portugal;524;0;Basic;Fundamental Mathematics;Elementary Geometry
511;Portugal;524;1;Basic;Fundamental Mathematics;Elementary Geometry
198;Italy;524;0;Basic;Fundamental Mathematics;Elementary Geometry
165;Portugal;530;1;Basic;Integration;Double Integration
165;Portugal;542;0;Basic;Integration;Double Integration
576;Ireland;546;1;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;546;1;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;546;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;547;1;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;547;1;Basic;Analytic Geometry;Analytic Geometry
470;Portugal;547;1;Basic;Analytic Geometry;Analytic Geometry
776;Portugal;547;0;Basic;Analytic Geometry;Analytic Geometry
552;Portugal;548;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;548;1;Basic;Analytic Geometry;Analytic Geometry
72;Portugal;548;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;549;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;549;1;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;549;0;Basic;Analytic Geometry;Analytic Geometry
552;Portugal;550;0;Advanced;Analytic Geometry;Analytic Geometry
776;Portugal;550;1;Advanced;Analytic Geometry;Analytic Geometry
751;Lithuania;551;0;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;552;1;Basic;Analytic Geometry;Analytic Geometry
470;Portugal;552;1;Basic;Analytic Geometry;Analytic Geometry
776;Portugal;552;1;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;553;0;Basic;Analytic Geometry;Analytic Geometry
776;Portugal;553;0;Basic;Analytic Geometry;Analytic Geometry
551;Lithuania;553;0;Basic;Analytic Geometry;Analytic Geometry
72;Portugal;553;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;554;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;554;0;Basic;Analytic Geometry;Analytic Geometry
470;Portugal;554;1;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;554;0;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;555;1;Basic;Analytic Geometry;Analytic Geometry
776;Portugal;555;1;Basic;Analytic Geometry;Analytic Geometry
776;Portugal;556;0;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;557;1;Basic;Analytic Geometry;Analytic Geometry
470;Portugal;557;1;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;557;0;Basic;Analytic Geometry;Analytic Geometry
552;Portugal;558;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;558;1;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;558;1;Basic;Analytic Geometry;Analytic Geometry
551;Lithuania;558;0;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;558;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;559;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;559;1;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;559;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;560;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;560;1;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;561;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;561;1;Basic;Analytic Geometry;Analytic Geometry
470;Portugal;561;1;Basic;Analytic Geometry;Analytic Geometry
551;Lithuania;561;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;562;0;Advanced;Analytic Geometry;Analytic Geometry
552;Portugal;562;0;Advanced;Analytic Geometry;Analytic Geometry
776;Portugal;562;0;Advanced;Analytic Geometry;Analytic Geometry
69;Portugal;563;0;Basic;Analytic Geometry;Analytic Geometry
470;Portugal;563;0;Basic;Analytic Geometry;Analytic Geometry
552;Portugal;564;0;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;564;1;Basic;Analytic Geometry;Analytic Geometry
776;Portugal;564;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;565;1;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;565;1;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;565;0;Basic;Analytic Geometry;Analytic Geometry
552;Portugal;566;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;566;1;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;566;1;Basic;Analytic Geometry;Analytic Geometry
72;Portugal;566;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;567;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;567;1;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;567;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;568;0;Basic;Analytic Geometry;Analytic Geometry
552;Portugal;568;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;568;1;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;568;1;Basic;Analytic Geometry;Analytic Geometry
470;Portugal;568;1;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;568;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;569;0;Basic;Analytic Geometry;Analytic Geometry
552;Portugal;569;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;569;1;Basic;Analytic Geometry;Analytic Geometry
551;Lithuania;569;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;570;1;Advanced;Analytic Geometry;Analytic Geometry
552;Portugal;570;0;Advanced;Analytic Geometry;Analytic Geometry
776;Portugal;570;0;Advanced;Analytic Geometry;Analytic Geometry
576;Ireland;571;0;Basic;Analytic Geometry;Analytic Geometry
552;Portugal;571;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;571;1;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;571;0;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;571;1;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;572;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;572;1;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;572;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;573;0;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;573;1;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;573;1;Basic;Analytic Geometry;Analytic Geometry
552;Portugal;574;0;Advanced;Analytic Geometry;Analytic Geometry
552;Portugal;575;1;Advanced;Analytic Geometry;Analytic Geometry
776;Portugal;575;0;Advanced;Analytic Geometry;Analytic Geometry
576;Ireland;576;0;Advanced;Analytic Geometry;Analytic Geometry
552;Portugal;576;0;Advanced;Analytic Geometry;Analytic Geometry
776;Portugal;576;0;Advanced;Analytic Geometry;Analytic Geometry
131;Lithuania;586;1;Advanced;Graph Theory;Graph Theory
411;Portugal;592;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;593;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;594;1;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;595;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;596;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
576;Ireland;597;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;597;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;602;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;603;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;605;1;Basic;Linear Algebra;Eigenvalues and Eigenvectors
510;Portugal;607;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
510;Portugal;608;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;610;0;Advanced;Linear Algebra;Eigenvalues and Eigenvectors
202;Lithuania;611;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
1486;Portugal;611;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
511;Portugal;611;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
405;Portugal;611;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
198;Italy;611;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
202;Lithuania;613;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
1486;Portugal;613;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
1274;Portugal;613;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
511;Portugal;613;1;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
405;Portugal;613;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
142;Portugal;613;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
198;Italy;613;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
202;Lithuania;614;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
197;Portugal;614;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
1486;Portugal;614;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
1274;Portugal;614;1;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
142;Portugal;614;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
177;Italy;614;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
411;Portugal;617;1;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;618;1;Advanced;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;620;0;Advanced;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;621;0;Advanced;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;622;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;623;0;Advanced;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;624;0;Advanced;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;629;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
411;Portugal;630;0;Basic;Linear Algebra;Eigenvalues and Eigenvectors
90;Lithuania;633;0;Advanced;Linear Algebra;Matrices and Determinants
415;Portugal;633;0;Advanced;Linear Algebra;Matrices and Determinants
415;Portugal;634;0;Basic;Linear Algebra;Matrices and Determinants
128;Lithuania;635;0;Basic;Linear Algebra;Matrices and Determinants
1247;Portugal;635;0;Basic;Linear Algebra;Matrices and Determinants
415;Portugal;636;0;Basic;Linear Algebra;Matrices and Determinants
511;Portugal;636;0;Basic;Linear Algebra;Matrices and Determinants
986;Portugal;636;0;Basic;Linear Algebra;Matrices and Determinants
128;Lithuania;637;1;Basic;Linear Algebra;Matrices and Determinants
415;Portugal;638;1;Advanced;Linear Algebra;Matrices and Determinants
510;Portugal;639;0;Basic;Linear Algebra;Matrices and Determinants
1247;Portugal;639;0;Basic;Linear Algebra;Matrices and Determinants
511;Portugal;639;1;Basic;Linear Algebra;Matrices and Determinants
986;Portugal;640;0;Basic;Linear Algebra;Matrices and Determinants
411;Portugal;640;0;Basic;Linear Algebra;Matrices and Determinants
90;Lithuania;641;0;Basic;Linear Algebra;Matrices and Determinants
128;Lithuania;641;0;Basic;Linear Algebra;Matrices and Determinants
1247;Portugal;641;0;Basic;Linear Algebra;Matrices and Determinants
90;Lithuania;642;1;Basic;Linear Algebra;Matrices and Determinants
128;Lithuania;642;1;Basic;Linear Algebra;Matrices and Determinants
1247;Portugal;642;0;Basic;Linear Algebra;Matrices and Determinants
511;Portugal;642;1;Basic;Linear Algebra;Matrices and Determinants
986;Portugal;643;1;Basic;Linear Algebra;Matrices and Determinants
90;Lithuania;644;0;Basic;Linear Algebra;Matrices and Determinants
128;Lithuania;644;0;Basic;Linear Algebra;Matrices and Determinants
415;Portugal;644;0;Basic;Linear Algebra;Matrices and Determinants
511;Portugal;644;0;Basic;Linear Algebra;Matrices and Determinants
90;Lithuania;645;1;Basic;Linear Algebra;Matrices and Determinants
986;Portugal;645;1;Basic;Linear Algebra;Matrices and Determinants
411;Portugal;645;1;Basic;Linear Algebra;Matrices and Determinants
510;Portugal;646;0;Basic;Linear Algebra;Matrices and Determinants
511;Portugal;646;1;Basic;Linear Algebra;Matrices and Determinants
411;Portugal;646;1;Basic;Linear Algebra;Matrices and Determinants
510;Portugal;647;1;Basic;Linear Algebra;Matrices and Determinants
1247;Portugal;647;1;Basic;Linear Algebra;Matrices and Determinants
511;Portugal;647;1;Basic;Linear Algebra;Matrices and Determinants
90;Lithuania;648;1;Advanced;Linear Algebra;Matrices and Determinants
128;Lithuania;650;1;Basic;Linear Algebra;Matrices and Determinants
415;Portugal;650;1;Basic;Linear Algebra;Matrices and Determinants
1247;Portugal;650;0;Basic;Linear Algebra;Matrices and Determinants
411;Portugal;650;1;Basic;Linear Algebra;Matrices and Determinants
986;Portugal;651;1;Basic;Linear Algebra;Matrices and Determinants
510;Portugal;652;0;Basic;Linear Algebra;Matrices and Determinants
511;Portugal;652;1;Basic;Linear Algebra;Matrices and Determinants
72;Portugal;653;0;Basic;Linear Algebra;Matrices and Determinants
1049;Lithuania;657;0;Basic;Differentiation;Derivatives
352;Portugal;657;0;Basic;Differentiation;Derivatives
177;Italy;657;0;Basic;Differentiation;Derivatives
178;Italy;657;0;Basic;Differentiation;Derivatives
1026;Lithuania;658;0;Basic;Differentiation;Derivatives
1049;Lithuania;658;0;Basic;Differentiation;Derivatives
1049;Lithuania;661;0;Basic;Differentiation;Derivatives
165;Portugal;661;0;Basic;Differentiation;Derivatives
349;Portugal;661;1;Basic;Differentiation;Derivatives
510;Portugal;665;1;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
189;Portugal;665;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
177;Italy;665;1;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
510;Portugal;666;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
197;Portugal;666;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
1274;Portugal;666;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
142;Portugal;666;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
198;Italy;666;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
202;Lithuania;667;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
510;Portugal;667;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
197;Portugal;667;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
142;Portugal;667;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
177;Italy;667;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
202;Lithuania;668;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
510;Portugal;668;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
1274;Portugal;668;0;Basic;Fundamental Mathematics;Algebraic expressions, Equations, and Inequalities
552;Portugal;673;0;Advanced;Real Functions of a single variable;Limits and Continuity
552;Portugal;677;0;Advanced;Real Functions of a single variable;Domain, Image and Graphics
1565;Portugal;678;1;Basic;Real Functions of a single variable;Limits and Continuity
1565;Portugal;679;0;Basic;Real Functions of a single variable;Limits and Continuity
181;Italy;679;0;Basic;Real Functions of a single variable;Limits and Continuity
1565;Portugal;680;0;Basic;Real Functions of a single variable;Limits and Continuity
1564;Portugal;680;0;Basic;Real Functions of a single variable;Limits and Continuity
1561;Portugal;681;1;Basic;Real Functions of a single variable;Limits and Continuity
1564;Portugal;682;0;Basic;Real Functions of a single variable;Limits and Continuity
552;Portugal;683;0;Advanced;Real Functions of a single variable;Domain, Image and Graphics
1565;Portugal;685;0;Basic;Real Functions of a single variable;Limits and Continuity
1564;Portugal;685;1;Basic;Real Functions of a single variable;Limits and Continuity
1565;Portugal;686;0;Basic;Real Functions of a single variable;Limits and Continuity
1564;Portugal;686;0;Basic;Real Functions of a single variable;Limits and Continuity
576;Ireland;695;0;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;695;0;Basic;Analytic Geometry;Analytic Geometry
551;Lithuania;695;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;696;0;Advanced;Analytic Geometry;Analytic Geometry
26;Portugal;697;1;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;697;0;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;698;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;699;0;Basic;Analytic Geometry;Analytic Geometry
470;Portugal;699;1;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;699;1;Basic;Analytic Geometry;Analytic Geometry
470;Portugal;700;0;Basic;Analytic Geometry;Analytic Geometry
551;Lithuania;700;0;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;700;1;Basic;Analytic Geometry;Analytic Geometry
69;Portugal;701;1;Basic;Analytic Geometry;Analytic Geometry
26;Portugal;701;1;Basic;Analytic Geometry;Analytic Geometry
470;Portugal;701;1;Basic;Analytic Geometry;Analytic Geometry
551;Lithuania;701;1;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;701;0;Basic;Analytic Geometry;Analytic Geometry
576;Ireland;702;0;Advanced;Analytic Geometry;Analytic Geometry
552;Portugal;702;0;Advanced;Analytic Geometry;Analytic Geometry
69;Portugal;703;1;Basic;Analytic Geometry;Analytic Geometry
776;Portugal;703;0;Basic;Analytic Geometry;Analytic Geometry
751;Lithuania;703;1;Basic;Analytic Geometry;Analytic Geometry
411;Portugal;714;0;Basic;Integration;Integration Techniques
751;Lithuania;717;0;Basic;Differentiation;Derivatives
1561;Portugal;718;0;Advanced;Integration;Integration Techniques
349;Portugal;720;0;Basic;Differentiation;Derivatives
918;Portugal;720;0;Basic;Differentiation;Derivatives
178;Italy;720;0;Basic;Differentiation;Derivatives
1564;Portugal;721;0;Basic;Differentiation;Derivatives
178;Italy;721;1;Basic;Differentiation;Derivatives
918;Portugal;722;0;Basic;Integration;Integration Techniques
1564;Portugal;723;0;Basic;Integration;Integration Techniques
411;Portugal;723;0;Basic;Integration;Integration Techniques
411;Portugal;724;0;Advanced;Integration;Integration Techniques
1026;Lithuania;729;1;Basic;Differentiation;Derivatives
349;Portugal;729;0;Basic;Differentiation;Derivatives
